sheet_number,sheet_name,discipline,page_number,scope_package,bid_item,subheading,n_regions,verdict,reason,extracted_text_sample,json_text_sample
CU320,Storm Drain Plan And Profile,Civil,13,Utilities,Furnish & Install Pipe Connection Accessories,Others,1,RIGHT,"[Manual review] Referenced note 13 (""REFER TO NOTES ON CU300 FOR TRENCH DRAIN REQUIREMENTS. CONNECT TRENCH DRAINS TO STORM DRAIN SYSTEM..."") describes a pipe connection instruction, consistent with the item.",13. REFER TO NOTES ON CU300 FOR TRENCH DRAIN REQUIREMENTS. CONNECT TRENCH DRAINS TO STORM DRAIN SYSTEM AS SHOWN ON PLAN AND PROFILE SHEETS.,13. REFER TO NOTES ON CU300 FOR TRENCH DRAIN REQUIREMENTS. CONNECT TRENCH DRAINS TO STORM DRAIN SYSTEM AS SHOWN ON PLAN AND PROFILE SHEETS.
CU320,Storm Drain Plan And Profile,Civil,13,Utilities,Furnish & Install Relocation and Adjustment of Existing Utilities,Others,1,WRONG,"[Manual review] Referenced text (""4. REFER TO NOTES ON CU300 FOR GENERAL UTILITY NOTES, TYP."") is a generic cross-reference pointer, not a description of relocation/adjustment work. It doesn't itself support the item as written.","4. REFER TO NOTES ON CU300 FOR GENERAL UTILITY NOTES, TYP.","4. REFER TO NOTES ON CU300 FOR GENERAL UTILITY NOTES, TYP."
CU320,Storm Drain Plan And Profile,Civil,13,Utilities,"Furnish & Install Phased Installation, Coordination, and Layout",Others,1,RIGHT,"Referenced text (""15. SD-2 AND SD-9 STORM DRAIN LINES MUST BE COMPLETED PRIOR TO ANY DEMO BEING COMPLETED ON THE STORM DRAIN LINES SERVICING AREAS NORTH OF THE SITE. AL"") supports the item; matched terms: other.",15. SD-2 AND SD-9 STORM DRAIN LINES MUST BE COMPLETED PRIOR TO ANY DEMO BEING COMPLETED ON THE STORM DRAIN LINES SERVICING AREAS NORTH OF THE SITE. ALL OTHER STORM LINES MAY BE COMPLETED WITH OTHER PHASE 1 UTILITY CONSTRUCTION.,15. SD-2 AND SD-9 STORM DRAIN LINES MUST BE COMPLETED PRIOR TO ANY DEMO BEING COMPLETED ON THE STORM DRAIN LINES SERVICING AREAS NORTH OF THE SITE. ALL OTHER STORM LINES MAY BE COMPLETED WITH OTHER PHASE 1 UTILITY CONSTRUCTION.
CU320,Storm Drain Plan And Profile,Civil,13,Electrical Utilities,Furnish & Install Electrical Manholes,Underground Ductbanks / Manholes & Handholes,9,RIGHT,"Referenced text (""EM | EM | EM | EM | EM | EM | EM | EM | EM"") supports the item; matched terms: electrical, manhole, manholes.",EM | EM | EM | EM | EM | EM | EM | EM | EM,EM | EM | EM | EM | EM | EM | EM | EM | EM
CU320,Storm Drain Plan And Profile,Civil,13,Electrical Utilities,Furnish & Install Electrical Pull Boxes,Underground Ductbanks / Manholes & Handholes,70,RIGHT,"Referenced text (""PB | / PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | > PB | > PB | > PB | PB"") supports the item; matched terms: boxes, electrical, pull.",PB | / PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | > PB | > PB | > PB | PB > | PB | PB | PB | PB | > PB | PB | PB | PB | PB | PB | PB | PB | PB | G PB | PB | PB | PB | PB | / PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | > PB | PB | PB | > > PB | PB | PB | PB | PB | PB | PB,PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB
CU320,Storm Drain Plan And Profile,Civil,13,Communications Utilities,Furnish & Install Optical Fiber Cabling,Optical Fiber Distribution Cabling,39,RIGHT,"Referenced text (""> > FO | > FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | > FO | FO | FO | FO | G FO | FO | FO | FO | FO | FO | > FO | > FO | 12''SD FO |"") supports the item; matched terms: cabling, fiber, optical.",> > FO | > FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | > FO | FO | FO | FO | G FO | FO | FO | FO | FO | FO | > FO | > FO | 12''SD FO | 15''SD FO | > FO | > FO | FO | FO | FO | > FO | FO | FO | FO | FO | FO | > FO ADS-99,FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO
CU320,Storm Drain Plan And Profile,Civil,13,Site Improvements,Furnish & Install Concrete Wall Footings,Cast-In-Place Foundations,2,RIGHT,"Referenced text (""1. REFER TO SHEET CU300 FOR DETAIL REFERENCES FOR EACH DRAINAGE STRUCTURE. ONLY MAIN LINES ARE PROFILED. SLOPE AND STRUCTURE INVERTS ARE PROVIDED FOR "") supports the item; matched terms: footing, wall.","1. REFER TO SHEET CU300 FOR DETAIL REFERENCES FOR EACH DRAINAGE STRUCTURE. ONLY MAIN LINES ARE PROFILED. SLOPE AND STRUCTURE INVERTS ARE PROVIDED FOR ALL PIPE SECTIONS THAT ARE NOT PROFILED ON THE STORM DRAIN PLAN AND PROFILE SHEETS. STEP WALL FOOTING PER NOTES ON CU300 FOR STORM DRAIN LINES. | 5. POT HOLE ALL EXISTING UTILITY CROSSINGS FOR NEW STORM DRAIN SEWER LINES, LOWER OR RAISE COMMUNICATION","1. REFER TO SHEET CU300 FOR DETAIL REFERENCES FOR EACH DRAINAGE STRUCTURE. ONLY MAIN LINES ARE PROFILED. SLOPE AND STRUCTURE INVERTS ARE PROVIDED FOR ALL PIPE SECTIONS THAT ARE NOT PROFILED ON THE STORM DRAIN PLAN AND PROFILE SHEETS. STEP WALL FOOTING PER NOTES ON CU300 FOR STORM DRAIN LINES. | 5. POT HOLE ALL EXISTING UTILITY CROSSINGS FOR NEW STORM DRAIN SEWER LINES, LOWER OR RAISE COMMUNICATION"
CG452,Enlarged Hydrology Plan,Civil,14,Earthwork,Furnish & Install Site Grading,Site Grading,12,RIGHT,"Referenced text (""FF=81.50 | FF=75.00 FDC | FF=81.00 | FF=78.25 | FF=72.50 | FF=76.00 | FF=71.00 FDC | FF=69.00 | FF=67.00 | FF=66.50 | FF=67.00 | FF=66.50"") supports the item; matched terms: grading.",FF=81.50 | FF=75.00 FDC | FF=81.00 | FF=78.25 | FF=72.50 | FF=76.00 | FF=71.00 FDC | FF=69.00 | FF=67.00 | FF=66.50 | FF=67.00 | FF=66.50,FF=81.50 | FF=75.00 | FF=81.00 | FF=78.25 | FF=72.50 | FF=76.00 | FF=71.00 | FF=69.00 | FF=67.00 | FF=66.50 | FF=67.00 | FF=66.50
CG452,Enlarged Hydrology Plan,Civil,14,Earthwork,Provide sediment control and basin maintenance during construction,,1,RIGHT,"Referenced text (""1. SEDIMENT WILL NOT BE ALLOWED INTO RETENTION BASIN DURING CONSTRUCTION AND DURING LANDSCAPE STABILIZATION OF SOILS. CONTRACTOR WILL BE REQUIRED TO C"") supports the item; matched terms: basin, construction, dur, during, sediment.",1. SEDIMENT WILL NOT BE ALLOWED INTO RETENTION BASIN DURING CONSTRUCTION AND DURING LANDSCAPE STABILIZATION OF SOILS. CONTRACTOR WILL BE REQUIRED TO CLEAN OR REPLACE RETENTION BASINS THAT ARE NOT MAINTAINED FREE OF SEDIMENT DURING CONSTRUCTION AND DURING ESTABLISHMENT OF ALL LANDSCAPED AREAS.,1. SEDIMENT WILL NOT BE ALLOWED INTO RETENTION BASIN DURING CONSTRUCTION AND DURING LANDSCAPE STABILIZATION OF SOILS. CONTRACTOR WILL BE REQUIRED TO CLEAN OR REPLACE RETENTION BASINS THAT ARE NOT MAINTAINED FREE OF SEDIMENT DURING CONSTRUCTION AND DURING ESTABLISHMENT OF ALL LANDSCAPED AREAS.
CG452,Enlarged Hydrology Plan,Civil,14,Site Improvements,Furnish & Install — ADA Compliant Site Features,Others,7,RIGHT,"Referenced text (""ADA | ADA | ADA ADA | ADA ADA | ADA | ADA | ADA"") supports the item; matched terms: ada.",ADA | ADA | ADA ADA | ADA ADA | ADA | ADA | ADA,ADA | ADA | ADA | ADA | ADA | ADA | ADA
CG452,Enlarged Hydrology Plan,Civil,14,Site Improvements,Refer to the Site Improvements schedules,Schedules,1,RIGHT,"[Manual review] Region overlaps a rasterized (image, no text layer) Water Quality Volume (WQV) calculation table, genuinely present on this sheet (confirmed by visual inspection). Note: this content is stormwater/hydrology data and arguably belongs under a Utilities package rather than ""Site Improvements"" - flagged as a scope-package mislabel, not a fabricated item.",,Wqv (Water Quality Volume)
CG452,Enlarged Hydrology Plan,Civil,14,Irrigation,Furnish & Install Irrigation System Components,Others,10,RIGHT,"Referenced text (""> IRR | > IRR | > IRR | IRR | > IRR | > IRR | > IRR | > IRR | IRR | > IRR"") supports the item; matched terms: irrigation.",> IRR | > IRR | > IRR | IRR | > IRR | > IRR | > IRR | > IRR | IRR | > IRR,IRR | IRR | IRR | IRR | IRR | IRR | IRR | IRR | IRR | IRR
CG452,Enlarged Hydrology Plan,Civil,14,Utilities,Furnish & Install Underground Detention and Retention Systems,Storm Sewer Systems,9,RIGHT,"Referenced text (""BASIN 1 | > > REQUIRED DETENTION: 1,436 CF PROVIDED DETENTION: 1,848 CF PROVIDED RETENTION: 550± CF HIGHWATER ELEVATION: 4,779' BOTTOM OF STONE: 4,775"") supports the item; matched terms: detention, retention, storm, system, underground.","BASIN 1 | > > REQUIRED DETENTION: 1,436 CF PROVIDED DETENTION: 1,848 CF PROVIDED RETENTION: 550± CF HIGHWATER ELEVATION: 4,779' BOTTOM OF STONE: 4,775' PARTIAL DETENTION 0.50 CFS/ACRE APPROXIMATELY 60% DETENTION | BASIN 3 BASIN 3 | > > > > > > > > 10''SD > BASIN 4 BASIN 4 | BASIN 3 REQUIRED DETENTION: 1,692 CF PROVIDED DETENTION: 2,232 CF PROVIDED RETENTION: 250± CF HIGHWATER ELEVATION: 4,771.50' ","BASIN 1 | REQUIRED DETENTION: 1,436 CF PROVIDED DETENTION: 1,848 CF PROVIDED RETENTION: 550± CF HIGHWATER ELEVATION: 4,779' BOTTOM OF STONE: 4,775' PARTIAL DETENTION 0.50 CFS/ACRE APPROXIMATELY 60% DETENTION | BASIN 3 BASIN 3 | BASIN 4 BASIN 4 | BASIN 3 REQUIRED DETENTION: 1,692 CF PROVIDED DETENTION: 2,232 CF PROVIDED RETENTION: 250± CF HIGHWATER ELEVATION: 4,771.50' BOTTOM OF STONE: 4,767.50' PA"
CG452,Enlarged Hydrology Plan,Civil,14,Utilities,Furnish & Install Pretreatment Catch Basins and Inserts,Utility Structures & Manholes,3,RIGHT,"Referenced text (""PRETREATMENT CATCH BASIN SNOUT EAST INVERT | FH PRETREATMENT CATCH BASIN SNOUT EAST INVERT | PRETREATMENT CATCH BASIN SNOUT NE INVERT"") supports the item; matched terms: basin, catch, pretreatment.",PRETREATMENT CATCH BASIN SNOUT EAST INVERT | FH PRETREATMENT CATCH BASIN SNOUT EAST INVERT | PRETREATMENT CATCH BASIN SNOUT NE INVERT,PRETREATMENT CATCH BASIN SNOUT EAST INVERT | PRETREATMENT CATCH BASIN SNOUT EAST INVERT | PRETREATMENT CATCH BASIN SNOUT NE INVERT
CG452,Enlarged Hydrology Plan,Civil,14,Utilities,Furnish & Install Overflow Boxes,Utility Structures & Manholes,3,RIGHT,"Referenced text (""OVERFLOW BOX W/ ORIFICE PLATE | 8''SD OVERFLOW BOX W/ ORIFICE PLATE | OVERFLOW BOX W/ ORIFICE PLATE"") supports the item; matched terms: overflow.",OVERFLOW BOX W/ ORIFICE PLATE | 8''SD OVERFLOW BOX W/ ORIFICE PLATE | OVERFLOW BOX W/ ORIFICE PLATE,OVERFLOW BOX W/ ORIFICE PLATE | OVERFLOW BOX W/ ORIFICE PLATE | OVERFLOW BOX W/ ORIFICE PLATE
CG452,Enlarged Hydrology Plan,Civil,14,Utilities,Furnish & Install Fire Hydrants and Fire Department Connections,Water Utility Distribution,18,RIGHT,"Referenced text (""FH | FH | FH 10''SD | FH | FH | FH | FH | FH | FH | FH | FH | FH 10''SD | FH | FH | FH | FH | FH | FH"") supports the item; matched terms: fire, hydrant, hydrants.",FH | FH | FH 10''SD | FH | FH | FH | FH | FH | FH | FH | FH | FH 10''SD | FH | FH | FH | FH | FH | FH,FH | FH | FH | FH | FH | FH | FH | FH | FH | FH | FH | FH | FH | FH | FH | FH | FH | FH
CG452,Enlarged Hydrology Plan,Civil,14,Utilities,Furnish & Install 5-Inch Storm Drain Pipe,Storm Sewer Systems,3,RIGHT,"Referenced text (""5''SD | 5''SD | 5''SD"") supports the item; matched terms: drain, pipe, storm.",5''SD | 5''SD | 5''SD,5''SD | 5''SD | 5''SD
CG452,Enlarged Hydrology Plan,Civil,14,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,Storm Sewer Systems,87,RIGHT,"Referenced text (""> 8''SD | > 8''SD | > 8''SD | > 8''SD > | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD BOX | > 8'"") supports the item; matched terms: drain, pipe, storm.",> 8''SD | > 8''SD | > 8''SD | > 8''SD > | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD BOX | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > ,> 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | 
CG452,Enlarged Hydrology Plan,Civil,14,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,Storm Sewer Systems,41,RIGHT,"Referenced text (""> 10''SD | > 10''SD | > 10''SD | > 10''SD | > > > 10''SD | > 10''SD | > > > 10''SD | > 10''SD | > 10''SD | > 10''SD | > 10''SD | > 10''SD | 10''SD | 1"") supports the item; matched terms: drain, pipe, storm.",> 10''SD | > 10''SD | > 10''SD | > 10''SD | > > > 10''SD | > 10''SD | > > > 10''SD | > 10''SD | > 10''SD | > 10''SD | > 10''SD | > 10''SD | 10''SD | 10''SD | 10''SD | 10''SD > | > 10''SD | > 10''SD | 10''SD | 10''SD | FH 10''SD | 10''SD | 10''SD | 10''SD | 10''SD | 10''SD > | > 10''SD | > 10''SD | 10''SD | 10''SD | FH 10''SD | 10''SD | 10''SD | 10''SD | 10''SD > | > 10''SD | > 10''SD | 10''SD | 10,> 10''SD | > 10''SD | > 10''SD | > 10''SD | > 10''SD | > 10''SD | > 10''SD | > 10''SD | > 10''SD | > 10''SD | > 10''SD | > 10''SD | 10''SD | 10''SD | 10''SD | 10''SD | > 10''SD | > 10''SD | 10''SD | 10''SD | 10''SD | 10''SD | 10''SD | 10''SD | 10''SD | 10''SD | > 10''SD | > 10''SD | 10''SD | 10''SD | 10''SD | 10''SD | 10''SD | 10''SD | 10''SD | > 10''SD | > 10''SD | 10''SD | 10''SD | 10''SD | 10''
CG452,Enlarged Hydrology Plan,Civil,14,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,Storm Sewer Systems,52,RIGHT,"Referenced text (""> 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''S"") supports the item; matched terms: drain, pipe, storm.",> 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | 12''SD | 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | 12''SD | 12''SD | 12''SD | > 12''SD | 12''SD | 12''SD | > 12''SD | > 12''SD | 12''SD ,> 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | 12''SD | 12''SD | 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | 12''SD | 12''SD | 12''SD | 12''SD | > 12''SD | 12''SD | 12''SD | > 12''SD | 12''SD | 12''SD | 12''
CG452,Enlarged Hydrology Plan,Civil,14,Utilities,Furnish & Install 15-Inch Storm Drain Pipe,Storm Sewer Systems,25,RIGHT,"Referenced text (""15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | > 15''SD | > 15''SD | > 15''SD | 15''SD | 15''SD | "") supports the item; matched terms: drain, pipe, storm.",15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | > 15''SD | > 15''SD | > 15''SD | 15''SD | 15''SD | 15''SD | > 15''SD | 15''SD | 15''SD | > 15''SD | 15''SD | 15''SD | > 15''SD | 15''SD,15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | > 15''SD | > 15''SD | > 15''SD | 15''SD | 15''SD | 15''SD | > 15''SD | 15''SD | 15''SD | > 15''SD | 15''SD | 15''SD | > 15''SD | 15''SD
CG452,Enlarged Hydrology Plan,Civil,14,Utilities,Furnish & Install 18-Inch Storm Drain Pipe,Storm Sewer Systems,9,RIGHT,"Referenced text (""18''SD | 18''SD / | 18''SD / | 18''SD / | 18''SD / | 18''SD IRR / | 18''SD | 18''SD | 18''SD"") supports the item; matched terms: drain, pipe, storm.",18''SD | 18''SD / | 18''SD / | 18''SD / | 18''SD / | 18''SD IRR / | 18''SD | 18''SD | 18''SD,18''SD | 18''SD | 18''SD | 18''SD | 18''SD | 18''SD | 18''SD | 18''SD | 18''SD
CG452,Enlarged Hydrology Plan,Civil,14,Utilities,Furnish & Install General Storm Drain Pipe and Connections,Storm Sewer Systems,1,RIGHT,"Referenced text (""SD"") supports the item; matched terms: drain, storm.",SD,SD
CG452,Enlarged Hydrology Plan,Civil,14,Utilities,Furnish & Install General Notes and Identification,Others,5,RIGHT,"Referenced text (""NOTES: | HYDROLOGY LEGEND | HIGH WATER LINE | 100-YEAR STORM OVERFLOW PATH - PIPES | 100-YEAR STORM OVERFLOW PATH - OVERLAND"") supports the item; matched terms: note, notes.",NOTES: | HYDROLOGY LEGEND | HIGH WATER LINE | 100-YEAR STORM OVERFLOW PATH - PIPES | 100-YEAR STORM OVERFLOW PATH - OVERLAND,NOTES: | HYDROLOGY LEGEND | HIGH WATER LINE | 100-YEAR STORM OVERFLOW PATH - PIPES | 100-YEAR STORM OVERFLOW PATH - OVERLAND
CG452,Enlarged Hydrology Plan,Civil,14,Utilities,Refer to the Utilities schedules,Schedules,1,RIGHT,"[Manual review] Region overlaps a rasterized (image, no text layer) drainage-calculation exhibit for Wymount Basin 3/4 that is genuinely present on this sheet, confirmed by visual inspection of the rendered page; PyMuPDF cannot OCR it automatically.",,Drainage Calculations For Wymount Basin 4
CG452,Enlarged Hydrology Plan,Civil,14,Fire Suppression,Furnish & Install — Fire Department Connections (FDC),Standpipes,56,RIGHT,"Referenced text (""FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | "") supports the item; matched terms: fdc.",FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC,FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC | FDC
CG452,Enlarged Hydrology Plan,Civil,14,Electrical,Furnish & Install Emergency System Components,Electrical Protection & Safety,26,WRONG,"The only referenced text is the repeated symbol ""EM"", which on this project's civil sheets (see CU300/CU320) denotes an Electrical Manhole, not an emergency system component - the same abbreviation appears to have been read the wrong way here.",EM | EM | EM | EM | > EM | EM | EM | EM | EM | EM | EM | EM | EM | EM | EM | EM | EM | > EM | EM | EM | EM | EM | EM | EM | EM | EM,EM | EM | EM | EM | EM | EM | EM | EM | EM | EM | EM | EM | EM | EM | EM | EM | EM | EM | EM | EM | EM | EM | EM | EM | EM | EM
LP101,Planting Plan (wt7),Landscape,15,Site Improvements,Furnish & Install — ADA Compliant Site Features,Others,3,RIGHT,"Referenced text (""ADA | ADA | ADA"") supports the item; matched terms: ada.",ADA | ADA | ADA,ADA | ADA | ADA
LP101,Planting Plan (wt7),Landscape,15,Landscaping,Furnish & Install Shrubs,Trees & Shrubs,928,RIGHT,"Referenced text (""Vn | Ec | Ec | Ec | Ec | Ec | Ec | Ec | Ec | Ec | Ec | Sy | Sy | Sy | Sy | Sy | Sy | Sy | Sy | Sy | Sy | St | St | St | St | St | St | St | St | St | "") supports the item; matched terms: shrub, tree.",Vn | Ec | Ec | Ec | Ec | Ec | Ec | Ec | Ec | Ec | Ec | Sy | Sy | Sy | Sy | Sy | Sy | Sy | Sy | Sy | Sy | St | St | St | St | St | St | St | St | St | St | St | St | St | St | St | Hr | Hr | Hr | Hr | Hr | Hr | Hr | Hr | Hr | Hr | Pd | Pd Pd | Pd Pd | Pd | > Pd | Pd Pd | Pd Pd | Pd Pd | Pd Pd | Pd | Pd | > > > 8''SS > > > 15''SD > 15''SD > > > FO Pd Pd Pd Pd Pd FJ FJ FJ FJ FJ FJ FJ FJ FJ FJ FJ FJ C,Vn | Ec | Ec | Ec | Ec | Ec | Ec | Ec | Ec | Ec | Ec | Sy | Sy | Sy | Sy | Sy | Sy | Sy | Sy | Sy | Sy | St | St | St | St | St | St | St | St | St | St | St | St | St | St | St | Hr | Hr | Hr | Hr | Hr | Hr | Hr | Hr | Hr | Hr | Pd | Pd | Pd | Pd | Pd | Pd | Pd | Pd | Pd | Pd | Pd | F J F J F J F J F J F J F J F J F J F J F J F J F J F J F J F J F J F J F J F J F J | Ck Ck Ck Ck CkCkCkCk CkCkCkCk
LP101,Planting Plan (wt7),Landscape,15,Landscaping,Furnish & Install Ground Cover And Perennials,Ground Cover & Perennials,40,RIGHT,"Referenced text (""G S S S S S S S S S S S S | G S S S S S S S S S S S S S S | 8''SD > > > 8''SD > > > S S S S S S S S S S S S S S S S S S S S S S S S S S S | > > S S S "") supports the item; matched terms: cover, ground, perennial.",G S S S S S S S S S S S S | G S S S S S S S S S S S S S S | 8''SD > > > 8''SD > > > S S S S S S S S S S S S S S S S S S S S S S S S S S S | > > S S S S S S S | G G S S S S S S S S S S S S S | G S S S S S S S S S S S S S S | > G G S S S S S S S S S S S S S S S S | S S S S | G > S S S S S S S S S S S S S S S S | G S S S S | > > P Hp P P P Hp | > > 10''SD > > > 10''SD > S S S S S S S S S S S S S S S ,S S S S S S S S S S S S | S S S S S S S S S S S S S S | S S S S S S S S S S S S S S S S S S S S S S S S S S S | S S S S S S S | S S S S S S S S S S S S S | S S S S S S S S S S S S S S | S S S S S S S S S S S S S S S S | S S S S | S S S S S S S S S S S S S S S S | S S S S | P P P Hp | S S S S S S S S S S S S S S S S S S S S S S S S S S | S S S S S S S S | Ck Ck Ck Ck C Ck Ck Ck Ck Ck C Ck | S S S S
LP101,Planting Plan (wt7),Landscape,15,Landscaping,Provide Coordination And Clarifications For Landscaping Scope,Others,8,RIGHT,"[Manual review] Referenced text is the plant schedule category headers (Deciduous Trees, Evergreen Trees, Shrubs, Perennials, Ground Covers, etc.), genuine landscaping content on this sheet.",DECIDUOUS TREES | EVERGREEN TREES | ORNAMENTAL TREES | STREET TREES | SHRUBS | ORNAMENTAL GRASSES | PERENNIALS | GROUND COVERS,DECIDUOUS TREES | EVERGREEN TREES | ORNAMENTAL TREES | STREET TREES | SHRUBS | ORNAMENTAL GRASSES | PERENNIALS | GROUND COVERS
LP101,Planting Plan (wt7),Landscape,15,Landscaping,Furnish & Install Trees,Trees & Shrubs,15,RIGHT,"Referenced text (""ACER PLATANOIDES 'CRIMSON SENTRY' / CRIMSON SENTRY NORWAY MAPLE | CARPINUS BETULUS 'FRANS FONTAINE' / FRANS FONTAINE HORNBEAM | QUERCUS ROBUR X ALBA '"") supports the item; matched terms: shrub, tree.",ACER PLATANOIDES 'CRIMSON SENTRY' / CRIMSON SENTRY NORWAY MAPLE | CARPINUS BETULUS 'FRANS FONTAINE' / FRANS FONTAINE HORNBEAM | QUERCUS ROBUR X ALBA 'JFS-KW2QX' / SKINNY GENES® OAK | JUNIPERUS SCOPULORUM 'COLOGREEN' / COLOGREEN JUNIPER | PICEA ABIES 'CUPRESSINA' / CUPRESSINA NORWAY SPRUCE | PINUS NIGRA 'ARNOLD SENTINEL' / ARNOLD SENTINEL AUSTRIAN PINE | CERCIS CANADENSIS 'APPALACHIAN RED' / APPALA,ACER PLATANOIDES 'CRIMSON SENTRY' / CRIMSON SENTRY NORWAY MAPLE | CARPINUS BETULUS 'FRANS FONTAINE' / FRANS FONTAINE HORNBEAM | QUERCUS ROBUR X ALBA 'JFS-KW2QX' / SKINNY GENES® OAK | JUNIPERUS SCOPULORUM 'COLOGREEN' / COLOGREEN JUNIPER | PICEA ABIES 'CUPRESSINA' / CUPRESSINA NORWAY SPRUCE | PINUS NIGRA 'ARNOLD SENTINEL' / ARNOLD SENTINEL AUSTRIAN PINE | CERCIS CANADENSIS 'APPALACHIAN RED' / APPALA
LP101,Planting Plan (wt7),Landscape,15,Landscaping,Furnish & Install Landscape Bed Preparation,Topsoil & Soil Prep,1,RIGHT,"Referenced text (""LANDSCAPE BED"") supports the item; matched terms: bed, landscape.",LANDSCAPE BED,LANDSCAPE BED
